WKT,D_NOP
"MULTIPOLYGON (((110.821454360157 -7.57750137825507,110.821585881296 -7.57754277097305,110.821563551581 -7.5776131373016,110.821515692731 -7.57759810183931,110.821501169257 -7.57764404799751,110.821439986096 -7.5776247555897,110.821462134226 -7.57755511284887,110.821439564459 -7.5775479574981,110.821454360157 -7.57750137825507)))","337202000600401450001"
"MULTIPOLYGON (((110.82161744753 -7.57749701270746,110.821707184621 -7.57752093008533,110.821662807568 -7.57763642539126,110.821622017859 -7.57762582522449,110.821605951536 -7.57767602222922,110.821571870741 -7.57766406795259,110.82161744753 -7.57749701270746)))","337202000600401430001"
"MULTIPOLYGON (((110.821771566191 -7.57769861382107,110.821833473305 -7.57772107247101,110.821826121562 -7.57774250775133,110.821764395455 -7.57772077282971,110.821771566191 -7.57769861382107)))","337202000600401420001"
"MULTIPOLYGON (((110.821677769558 -7.57762630034459,110.821853976903 -7.57768236530093,110.821841181603 -7.57771438181337,110.821765768942 -7.57768748524774,110.821755691306 -7.57772420662942,110.82165018385 -7.57769205122244,110.821677769558 -7.57762630034459)))","337202000600401410001"
"MULTIPOLYGON (((110.821697277689 -7.57758343175624,110.821866139783 -7.57764510202829,110.821855339493 -7.57767558158984,110.82168185235 -7.57761807043746,110.821697277689 -7.57758343175624)))","337202000600401400001"
"MULTIPOLYGON (((110.821709987327 -7.57753929398647,110.821878759868 -7.57759825050928,110.82186750267 -7.57763759466195,110.821697915611 -7.57757529089524,110.821709987327 -7.57753929398647)))","337202000600401390001"
"MULTIPOLYGON (((110.821684075692 -7.57750219604144,110.821701968199 -7.57742006849006,110.82177276005 -7.57744072164751,110.821766039127 -7.57747129333371,110.821849158483 -7.57749529843051,110.821830282492 -7.57754413744129,110.821684075692 -7.57750219604144)))","337202000600401380001"
"MULTIPOLYGON (((110.821600625295 -7.57740148331471,110.82169389811 -7.57742476894513,110.821675918556 -7.57749812213981,110.821583915732 -7.57747275651665,110.821600625295 -7.57740148331471)))","337202000600401370001"
"MULTIPOLYGON (((110.821493124671 -7.57736661334727,110.821590385366 -7.57739198114337,110.821574397939 -7.57747076256465,110.821473149855 -7.57744204622411,110.821493124671 -7.57736661334727)))","337202000600401360001"
"MULTIPOLYGON (((110.821327514931 -7.57733244316956,110.821356702235 -7.57733996306846,110.821281270922 -7.5775784669937,110.821260242042 -7.57757185500759,110.821327514931 -7.57733244316956)))","337202000600401350001"
"MULTIPOLYGON (((110.821121428715 -7.57718780841394,110.821277789463 -7.57722749274437,110.821260083524 -7.57729668501544,110.821097921497 -7.57725564144118,110.821121428715 -7.57718780841394)))","337202000600401340001"
"MULTIPOLYGON (((110.821264439883 -7.57706466482089,110.821312753237 -7.57707653450413,110.82128451269 -7.57719140319531,110.821236108671 -7.57717953347152,110.821264439883 -7.57706466482089)))","337202000600401330001"
"MULTIPOLYGON (((110.821203526536 -7.57705079990704,110.821253834074 -7.57706312270008,110.821226774208 -7.57717265491404,110.821176557311 -7.57716033215486,110.821203526536 -7.57705079990704)))","337202000600401320001"
"MULTIPOLYGON (((110.821117322254 -7.57703366814744,110.821184036365 -7.57705006824886,110.821159609832 -7.57714892762391,110.821092895707 -7.57713252751849,110.821117322254 -7.57703366814744)))","337202000600401310001"
"MULTIPOLYGON (((110.820952592872 -7.57706327031514,110.820932923149 -7.57705828709701,110.82095126415 -7.57698800961764,110.821097019226 -7.57702560914152,110.821069597754 -7.57713260840291,110.820943059103 -7.57709999190142,110.820952592872 -7.57706327031514)))","337202000600401300001"
"MULTIPOLYGON (((110.820664124293 -7.57708639903746,110.820740354303 -7.57710931602302,110.820722018611 -7.57716665815616,110.820650503203 -7.57714220534156,110.820664124293 -7.57708639903746)))","337202000600401290001"
"MULTIPOLYGON (((110.820612919107 -7.57705263751899,110.820648631512 -7.57706477345512,110.820630380027 -7.57713767420758,110.820592946512 -7.57712237156891,110.820612919107 -7.57705263751899)))","337202000600401280001"
"MULTIPOLYGON (((110.820542855488 -7.57702501929333,110.820598871656 -7.5770434051271,110.820577446023 -7.57711938010448,110.820526052531 -7.57710253394054,110.820542855488 -7.57702501929333)))","337202000600401270001"
"MULTIPOLYGON (((110.820487021232 -7.57700518621687,110.82052735695 -7.57701732406865,110.820510644643 -7.5770948387526,110.820450005115 -7.5770765414581,110.820487021232 -7.57700518621687)))","337202000600401260001"
"MULTIPOLYGON (((110.820445012999 -7.57709146478982,110.820515074563 -7.57712405816046,110.820452740488 -7.57725736594799,110.820392467562 -7.57722938990704,110.820418961879 -7.57717259389513,110.820445518223 -7.57718490698573,110.820460852203 -7.57715216790698,110.820449703974 -7.57714700726658,110.820439269583 -7.57716934582074,110.820414254348 -7.57715703336532,110.820445012999 -7.57709146478982)))","337202000600401250001"
"MULTIPOLYGON (((110.820177435098 -7.57701708925462,110.820253573739 -7.57704163451123,110.820228975141 -7.57711769861727,110.820152836525 -7.57709306289927,110.820177435098 -7.57701708925462)))","337202000600401240001"
"MULTIPOLYGON (((110.820148840911 -7.57710961486327,110.820184643247 -7.57712346955563,110.820166674897 -7.57716923333111,110.820130872558 -7.57715537863721,110.820148840911 -7.57710961486327)))","337202000600401230001"
"MULTIPOLYGON (((110.820184643247 -7.57712346955563,110.820216548054 -7.57713596578235,110.820180701934 -7.57722767428629,110.820148706469 -7.57721517801944,110.820184643247 -7.57712346955563)))","337202000600401230001"
"MULTIPOLYGON (((110.820287123838 -7.57702147646763,110.820378214968 -7.57705887275429,110.820352352865 -7.57712136781017,110.820328061925 -7.57711131707144,110.820306737017 -7.57716286871029,110.820330937343 -7.57717282895594,110.820316145923 -7.57720882470246,110.820225054805 -7.57717133794555,110.820287123838 -7.57702147646763)))","337202000600401220001"
"MULTIPOLYGON (((110.820523485879 -7.57651402021767,110.820591920875 -7.57653385847974,110.820573401937 -7.5765959042922,110.820504242455 -7.57657425659022,110.820523485879 -7.57651402021767)))","337202000600402120001"
"MULTIPOLYGON (((110.820291664415 -7.57700239193358,110.820323881661 -7.57691719481883,110.820413886394 -7.57695106283003,110.82040789668 -7.57696698077604,110.820453397571 -7.57698409589477,110.820426534813 -7.57705500303565,110.820291664415 -7.57700239193358)))","337202000600401130001"
"MULTIPOLYGON (((110.820536282012 -7.57691818697278,110.820606167563 -7.57693793537461,110.820589459728 -7.5770046856917,110.820536525742 -7.57698639158396,110.820536282012 -7.57691818697278)))","337202000600401120001"
"MULTIPOLYGON (((110.82063691382 -7.57690221755956,110.820686764914 -7.57692213861003,110.820653089541 -7.57702605973329,110.820601696057 -7.57700921357839,110.82063691382 -7.57690221755956)))","337202000600401110001"
"MULTIPOLYGON (((110.82068238662 -7.57698726578342,110.820859678045 -7.57705147270333,110.820848969438 -7.57707932902675,110.820673216528 -7.57702136426277,110.82068238662 -7.57698726578342)))","337202000600401100001"
"MULTIPOLYGON (((110.820696274573 -7.57694376172757,110.820875016399 -7.57700805969511,110.8208627628 -7.57704532290231,110.820683930308 -7.57698102489219,110.820696274573 -7.57694376172757)))","337202000600401090001"
"MULTIPOLYGON (((110.820709164626 -7.57690197594161,110.820884100305 -7.57696310634619,110.820874930865 -7.57699566706297,110.820699179332 -7.57693444586169,110.820709164626 -7.57690197594161)))","337202000600401080001"
"MULTIPOLYGON (((110.820686433687 -7.57684624512465,110.820899348672 -7.57691806507537,110.820890269851 -7.57695071628677,110.820675723765 -7.5768772674353,110.820686433687 -7.57684624512465)))","337202000600401070001"
"MULTIPOLYGON (((110.820760068626 -7.57678711661798,110.820924762909 -7.57684227263395,110.820902797795 -7.57690766394895,110.820685894406 -7.57683502824551,110.820690341917 -7.57682173291074,110.820742551 -7.57683921258902,110.820760068626 -7.57678711661798)))","337202000600401060001"
"MULTIPOLYGON (((110.820958896325 -7.57694613120504,110.821048450874 -7.57697267189126,110.821042005639 -7.57699410753101,110.820952451086 -7.5769675668434,110.820958896325 -7.57694613120504)))","337202000600401050001"
"MULTIPOLYGON (((110.820985857934 -7.5768551426347,110.821075321775 -7.57688177373473,110.821048450874 -7.57697267189126,110.820958896325 -7.57694613120504,110.820985857934 -7.5768551426347)))","337202000600401050001"
"MULTIPOLYGON (((110.821084750317 -7.57688033029795,110.821109677292 -7.57688685343634,110.821079713806 -7.57700289734637,110.821054786751 -7.57699655511995,110.821084750317 -7.57688033029795)))","337202000600401040001"
"MULTIPOLYGON (((110.821173396686 -7.5769108506895,110.821242195322 -7.57692842757762,110.821215046711 -7.5770333464526,110.82114633875 -7.57701567914025,110.821173396686 -7.5769108506895)))","337202000600401040001"
"MULTIPOLYGON (((110.821242704112 -7.57701363819955,110.821315400264 -7.57703266398696,110.821308953587 -7.57705762744994,110.821236166777 -7.57703860162416,110.821242704112 -7.57701363819955)))","337202000600401030001"
"MULTIPOLYGON (((110.821264222626 -7.57693196443876,110.821337009382 -7.57695108071647,110.821315400264 -7.57703266398696,110.821242704112 -7.57701363819955,110.821264222626 -7.57693196443876)))","337202000600401030001"
"MULTIPOLYGON (((110.821302546441 -7.57676671538332,110.821379774176 -7.57678827581246,110.821374054448 -7.5768090785569,110.82135810133 -7.57680454916713,110.821339671688 -7.57687012286999,110.82135489973 -7.57687429013537,110.821349724813 -7.57689292213689,110.821286184182 -7.57687507605291,110.821309788676 -7.57679105126527,110.821296826709 -7.57678751812671,110.821302546441 -7.57676671538332)))","337202000600401020001"
"MULTIPOLYGON (((110.82120737078 -7.57674171020949,110.821287590214 -7.5767629100554,110.82126234952 -7.57685769854316,110.821182220724 -7.57683649872954,110.82120737078 -7.57674171020949)))","337202000600401010001"
"MULTIPOLYGON (((110.821141927727 -7.57672078778879,110.821193775771 -7.57673446807448,110.821163178045 -7.57684978807609,110.821111329988 -7.57683610778654,110.821141927727 -7.57672078778879)))","337202000600401000001"
"MULTIPOLYGON (((110.821008467315 -7.57676623278222,110.821028442812 -7.57668926215822,110.821114735512 -7.57671164047141,110.821085317342 -7.57682433770126,110.821010083167 -7.57680476809163,110.821019344552 -7.57676904141718,110.821008467315 -7.57676623278222)))","337202000600400990001"
"MULTIPOLYGON (((110.820896737169 -7.57665637215143,110.820964902001 -7.5766719587696,110.820942288508 -7.57677081887889,110.820906755781 -7.57676266314513,110.820913930131 -7.57673182028807,110.820881116744 -7.57672429886896,110.820896737169 -7.57665637215143)))","337202000600400980001"
"MULTIPOLYGON (((110.820796213688 -7.57662973646484,110.820885498705 -7.57665021645909,110.820869605683 -7.5767196808316,110.820847850914 -7.57671478720918,110.820841039696 -7.5767443638177,110.820773509393 -7.5767288678981,110.820796213688 -7.57662973646484)))","337202000600400970001"
"MULTIPOLYGON (((110.820696412416 -7.57661042806259,110.820741643529 -7.57662220608194,110.820716492856 -7.57671826096994,110.820671261808 -7.57670630203402,110.820696412416 -7.57661042806259)))","337202000600400960001"
"MULTIPOLYGON (((110.820604574081 -7.57662631065696,110.820646632628 -7.57663736372392,110.8206315605 -7.57669461674184,110.820589592564 -7.57668365416757,110.820604574081 -7.57662631065696)))","337202000600400950001"
"MULTIPOLYGON (((110.820573986913 -7.57671575994187,110.820651030712 -7.57674356195041,110.820641864216 -7.57676897656746,110.820698423452 -7.57678935266371,110.820707680636 -7.57676384762586,110.820743845913 -7.57677688830942,110.820726783459 -7.57682437116465,110.820558102524 -7.57676423830165,110.820573986913 -7.57671575994187)))","337202000600400940001"
"MULTIPOLYGON (((110.820552659883 -7.57677255809482,110.820575954634 -7.5767801660738,110.820560611767 -7.57683443389894,110.820534144821 -7.5768251963874,110.820552659883 -7.57677255809482)))","337202000600400930001"
"MULTIPOLYGON (((110.820585289378 -7.57678632098975,110.82067393569 -7.57681684148185,110.820658596014 -7.57686342047442,110.820573033253 -7.57682964480078,110.820585289378 -7.57678632098975)))","337202000600400920001"
"MULTIPOLYGON (((110.8205359425 -7.57686237491875,110.820622957026 -7.57689298520583,110.820610795373 -7.57692708245168,110.820536197125 -7.57690425657352,110.8205359425 -7.57686237491875)))","337202000600400910001"
"MULTIPOLYGON (((110.820494470235 -7.57696792104041,110.820515805258 -7.5768918555725,110.820523600133 -7.57689502477704,110.820524018128 -7.57698023535927,110.820494470235 -7.57696792104041)))","337202000600400900001"
"MULTIPOLYGON (((110.820250684742 -7.57679423367111,110.82033652224 -7.57682122525249,110.820305841163 -7.57691836331476,110.820220094339 -7.57689128130759,110.820250684742 -7.57679423367111)))","337202000600400880001"
"MULTIPOLYGON (((110.820122936438 -7.57661860406069,110.820238054447 -7.5766466932369,110.820219718409 -7.57670475900417,110.820107684362 -7.57667241962206,110.820122936438 -7.57661860406069)))","337202000600400870001"
"MULTIPOLYGON (((110.82014072879 -7.57655999533147,110.820258839391 -7.57658555294437,110.820252665221 -7.57660906919289,110.820134011182 -7.57658233541391,110.82014072879 -7.57655999533147)))","337202000600400860001"
"MULTIPOLYGON (((110.820191464457 -7.57641410928498,110.820292262582 -7.57643405141128,110.820271550606 -7.57653788739836,110.820170843111 -7.57651794530425,110.820191464457 -7.57641410928498)))","337202000600400850001"
"MULTIPOLYGON (((110.820357159979 -7.57645895383704,110.820420518865 -7.57647761409192,110.820399188343 -7.57654282472915,110.820337008803 -7.5765220844486,110.820357159979 -7.57645895383704)))","337202000600400840001"
"MULTIPOLYGON (((110.82043628908 -7.5764859426305,110.820490039592 -7.57650251840459,110.820470523454 -7.5765645638014,110.82041641066 -7.5765471737632,110.82043628908 -7.5764859426305)))","337202000600400830001"
"MULTIPOLYGON (((110.820390113726 -7.57656525430071,110.820458819822 -7.57658717320447,110.820441120412 -7.57664035457121,110.820417009942 -7.57663238442115,110.820412925488 -7.57664459441988,110.820389812016 -7.57663707696404,110.820393896471 -7.57662486696554,110.820373592952 -7.57661807432303,110.820390113726 -7.57656525430071)))","337202000600400820001"
"MULTIPOLYGON (((110.820325486584 -7.5765444225521,110.820377333605 -7.5765604548133,110.820360540569 -7.5766139983781,110.820308874849 -7.57659796618962,110.820325486584 -7.5765444225521)))","337202000600400810001"
"MULTIPOLYGON (((110.820312586384 -7.57661063168862,110.82037005279 -7.57662937997672,110.820361883766 -7.57665407134386,110.820414455466 -7.5766714607535,110.820422351516 -7.57664921160939,110.820433500369 -7.57665283448305,110.820417343932 -7.57670149363919,110.820294251408 -7.57666616466631,110.820312586384 -7.57661063168862)))","337202000600400800001"
"MULTIPOLYGON (((110.820291436396 -7.57667765153234,110.820407911346 -7.57671270640631,110.820391206038 -7.5767733056471,110.820277723982 -7.57673499555482,110.820291436396 -7.57667765153234)))","337202000600400790001"
"MULTIPOLYGON (((110.820449812563 -7.57666586700412,110.820542991878 -7.57669548482205,110.820507954256 -7.57680528507266,110.82047314796 -7.57679423498192,110.820492754574 -7.5767326419077,110.820434381503 -7.57671416463231,110.820449812563 -7.57666586700412)))","337202000600400780001"
"MULTIPOLYGON (((110.820483298784 -7.57658094176888,110.82057611577 -7.57660983577483,110.820567946159 -7.57663597445648,110.820475038439 -7.57660726132514,110.820483298784 -7.57658094176888)))","337202000600400770001"
